"OBJ.VEGOBJEKT-ID";"OBJ.TYPE-ID";"OBJ.VERSJON";"MET.FØRSTE FOREKOMST";"MET.OPPRETTET DATO";"OBJ.STARTDATO";"OBJ.SLUTTDATO";"OBJ.SIST MODIFISERT";"EGS.BOMSTASJONSTYPE.9390";"EGS.NAVN BOMPENGEANLEGG.10714";"EGS.NAVN BOMSTASJON.1078";"EGS.VEDTATT TIL ÅR.9413";"EGS.LINK TIL BOMSTASJON.10715";"EGS.INNKREVNINGSRETNING.9414";"EGS.BOMSTASJON_ID.9595";"EGS.OPERATØR_ID.11883";"EGS.TAKST LITEN BIL (KR).1820";"EGS.TAKST STOR BIL (KR).1819";"EGS.TIDSDIFFERENSIERT TAKST.9409";"EGS.RUSHTIDSTAKST LITEN BIL (KR).9410";"EGS.RUSHTIDSTAKST STOR BIL (KR).9411";"EGS.RUSHTID MORGEN, FRA.9407";"EGS.RUSHTID MORGEN, TIL.9408";"EGS.RUSHTID ETTERMIDDAG, FRA.9405";"EGS.RUSHTID ETTERMIDDAG, TIL.9406";"EGS.TIMESREGEL.9412";"EGS.TIMESREGEL, VARIGHET (MIN).10952";"EGS.TIMESREGEL, PASSERINGSGRUPPE.10951";"EGS.GRATIS GJENNOMKJØRING VED HC-BRIKKE.9404";"EGS.ETABLERINGSÅR.10271";"EGS.TILLEGGSINFORMASJON.11565";"EGS.PROSJEKTREFERANSE.11051";"EGS.PROSJEKTINTERNOBJEKT_ID.12289";"EGS.EIER.7992";"EGS.VEDLIKEHOLDSANSVARLIG.5799";"EGS.GEOMETRI, PUNKT.4752";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"LOK.FYLKE";"LOK.FYLKESNUMMER";"LOK.RIKSVEGRUTE";"LOK.KONTRAKTSOMRÅDE";"VSR.VEGSYSTEMREFERANSE";"VSR.VEGKATEGORI";"VSR.FASE";"VSR.VEGNUMMER";"VSR.STREKNING";"VSR.DELSTREKNING";"VSR.FRA_METER";"VSR.TIL_METER";"LOK.VEGLENKESEKVENSID";"LOK.STARTPOSISJON";"LOK.SLUTTPOSISJON";"LOK.RETNING";"LOK.SIDEPOSISJON";"LOK.KJØREFELT";"LOK.TYPEVEG";"LOK.LENGDE";"REL.FORELDER";"REL.BARN";"GEO.GEOMETRI";"GEO.HØYDEREFERANSE";"GEO.DATAFANGSTDATO";"GEO.DATAFANGSTMETODE";"GEO.NØYAKTIGHET";"GEO.SYNBARHET";"GEO.DATAFANGSTMETODEHØYDE";"GEO.H-NØYAKTIGHET";"GEO.MAX-AVVIK"
"82443541";"45";"15";"1";"";"2025-01-02";"";"2025-01-02T09:36:23";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Sandviken";"";"www.ferde.no";"Med metrering";"1";"100126";"36";"85";"Ja";"68";"149";"06:30:00";"08:59:00";"14:30:00";"16:29:00";"Første passering gjelder";"60";"240016";"";"2019";"";"";"";"";"";"";"Bergen";"4601";"Vestland";"46";"RUTE4A";"9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9352 Bergen 2022-2027,9361 automasjon Vestland og Rogaland 2022-2025,9304 Bergen 2021-2026,9304 Bergen 2026-2031,E9352 Bergen 2027-2032 ";"EV39 S77D1 m2638";"Europaveg";"Eksisterende";"39";"77";"1";"2638,446";"2638,446";"805617";"0,00836412";"0,00836412";"WITH";"";"1,3";"enkelBilveg";"0";"";"446:573888368";"POINT Z(-32178.466 6737228.032 31.684)";"";"";"";"";"";"";"";""
"82559832";"45";"16";"1";"";"2025-01-02";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Straume";"";"www.ferde.no";"Mot metrering";"8";"100126";"36";"85";"Ja";"68";"149";"06:30:00";"08:59:00";"14:30:00";"16:29:00";"Første passering gjelder";"60";"240016";"";"2019";"";"";"";"";"";"";"Bergen";"4601";"Vestland";"46";"";"4604 Bergen-Os-Austevoll 2021-2026,4611 Tunnel 2021-2025,E4651 Bergen,E4655 Veglys Bergen og omland,4611 Tunnel 2025-2030";"FV556 S1D1 m5141";"Fylkesveg";"Eksisterende";"556";"1";"1";"5140,833";"5140,833";"805716";"0,20441435";"0,20441435";"WITH";"";"1,2";"enkelBilveg";"0";"";"446:574496765";"POINT Z(-36045.964 6727021.841 5.105)";"";"";"";"";"";"";"";""
"82559833";"45";"14";"1";"";"2025-01-02";"";"2025-01-02T09:36:23";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Gravdal";"";"www.ferde.no";"Mot metrering";"7";"100126";"36";"85";"Ja";"68";"149";"06:30:00";"08:59:00";"14:30:00";"16:29:00";"Første passering gjelder";"60";"240016";"";"2019";"";"";"";"";"";"";"Bergen";"4601";"Vestland";"46";"RUTE4A";"9304 Bergen 2021-2026 (2023-),9352 Bergen 2022-2027,9361 automasjon Vestland og Rogaland 2022-2025,9304 Bergen 2021-2026,9304 Bergen 2026-2031,E9352 Bergen 2027-2032 ";"RV555 S1D1 m4051";"Riksveg";"Eksisterende";"555";"1";"1";"4050,919";"4050,919";"805707";"0,42898864";"0,42898864";"WITH";"";"2,4";"kanalisertVeg";"0";"";"446:578389271";"POINT Z(-35230.758 6733476.926 14.993)";"";"";"";"";"";"";"";""
"82559834";"45";"14";"1";"";"2025-01-02";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Fyllingen";"";"www.ferde.no";"Mot metrering";"6";"100126";"36";"85";"Ja";"68";"149";"06:30:00";"08:59:00";"14:30:00";"16:29:00";"Første passering gjelder";"60";"240016";"";"2019";"";"";"";"";"";"";"Bergen";"4601";"Vestland";"46";"";"4604 Bergen-Os-Austevoll 2021-2026,4611 Tunnel 2021-2025,E4651 Bergen,E4655 Veglys Bergen og omland,4611 Tunnel 2025-2030";"FV540 S1D1 m2142";"Fylkesveg";"Eksisterende";"540";"1";"1";"2142,258";"2142,258";"804949";"0,88589994";"0,88589994";"WITH";"";"2";"kanalisertVeg";"0";"";"446:573887970";"POINT Z(-33905.155 6731397.737 96.606)";"";"";"";"";"";"";"";""
"82559836";"45";"15";"1";"";"2025-01-02";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Nyebroen";"";"www.ferde.no";"Mot metrering";"4";"100126";"36";"85";"Ja";"68";"149";"06:30:00";"08:59:00";"14:30:00";"16:29:00";"Første passering gjelder";"60";"240016";"";"2019";"";"";"";"";"";"";"Bergen";"4601";"Vestland";"46";"RUTE4A";"9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9352 Bergen 2022-2027,9361 automasjon Vestland og Rogaland 2022-2025,9304 Bergen 2021-2026,9304 Bergen 2026-2031,E9352 Bergen 2027-2032 ";"EV39 S78D1 m382";"Europaveg";"Eksisterende";"39";"78";"1";"382,192";"382,192";"805616";"0,20136898";"0,20136898";"WITH";"";"1,3,5";"kanalisertVeg";"0";"";"";"POINT Z(-31572.63 6732758.286 10.152)";"";"";"";"";"";"";"";""
"82559837";"45";"17";"1";"";"2025-01-02";"";"2025-10-28T14:01:26";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Kalfaret";"";"www.ferde.no";"Med metrering";"2";"100126";"36";"85";"Ja";"68";"149";"06:30:00";"08:59:00";"14:30:00";"16:29:00";"Første passering gjelder";"60";"240016";"";"2019";"";"";"";"";"";"";"Bergen";"4601";"Vestland";"46";"";"4604 Bergen-Os-Austevoll 2021-2026,4611 Tunnel 2021-2025,E4651 Bergen,E4655 Veglys Bergen og omland,4611 Tunnel 2025-2030";"FV585 S1D1 m7295";"Fylkesveg";"Eksisterende";"585";"1";"1";"7294,738";"7294,738";"805748";"0,73590199";"0,73590199";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(-31178.633 6733816.871 14.97)";"";"";"";"";"";"";"";""
"86574499";"45";"17";"1";"";"2025-01-02";"";"2025-03-04T14:37:22";"AutoPASS + automatisk";"Fjellinjen AS";"Sørkedalsveien";"2032";"www.fjellinjen.no";"Mot metrering";"35";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230301";"Ja";"";"";"";"";"Stat, Statens vegvesen";"Kommune";"";"Oslo";"301";"Oslo";"3";"";"";"KV168 S1D1 m2353";"Kommunal veg";"Eksisterende";"168";"1";"1";"2352,527";"2352,527";"625580";"0,93603969";"0,93603969";"WITH";"";"2,4";"kanalisertVeg";"0";"";"";"POINT Z(260258.116 6651553.112 49.627)";"";"";"";"";"";"";"";""
"86574500";"45";"17";"1";"";"2025-01-02";"";"2025-06-16T22:36:40";"AutoPASS + automatisk";"Fjellinjen AS";"Rv 163 Veitvet";"2032";"www.fjellinjen.no";"Mot metrering";"39";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230301";"Ja";"";"";"";"";"Stat, Statens vegvesen";"Kommune";"POINT (268304.75 6652010.209)";"Oslo";"301";"Oslo";"3";"RUTE6A";"9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9161 Oslo Elektro 2023-2028,9165 Stor Oslo Trafikksignalanlegg 2023-2028,Rekkverksvedlikehold Øst 2 Oslo Viken 2025-2026,Vegoppmerking Oslo 2024-2026,9104 Oslo-Gardermoen 2026-2031";"RV163 S1D1 m4168";"Riksveg";"Eksisterende";"163";"1";"1";"4167,603";"4167,603";"625530";"0,37232805";"0,37232805";"WITH";"";"2,4";"kanalisertVeg";"0";"";"";"POINT Z(268306.005 6652000.025 116.792)";"";"";"ukj";"500";"0";"";"-1";"-1"
"86574502";"45";"17";"1";"";"2025-01-02";"";"2025-06-16T22:36:40";"AutoPASS + automatisk";"Fjellinjen AS";"E18 Maritim";"2032";"www.fjellinjen.no";"Med metrering";"31";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230301";"Ja";"";"";"";"";"Stat, Statens vegvesen";"Kommune";"POINT Z(258153.482 6650463.202 0.153)";"Oslo";"301";"Oslo";"3";"RUTE3";"9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9161 Oslo Elektro 2023-2028,9165 Stor Oslo Trafikksignalanlegg 2023-2028,Rekkverksvedlikehold Øst 2 Oslo Viken 2025-2026,Vegoppmerking Oslo 2024-2026,9104 Oslo-Gardermoen 2026-2031";"EV18 S55D1 m1959";"Europaveg";"Eksisterende";"18";"55";"1";"1959,149";"1959,149";"625294";"0,74591238";"0,74591238";"WITH";"";"";"kanalisertVeg";"0";"";"";"POINT Z(258151.87 6650466.982 3.52)";"";"";"ukj";"100";"99";"";"-1";"-1"
"141140381";"45";"14";"1";"";"2025-01-02";"";"2025-08-14T13:21:24";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Fjøsangerveien";"";"www.ferde.no";"Mot metrering";"11";"100126";"36";"85";"Ja";"68";"149";"06:30:00";"08:59:00";"14:30:00";"16:29:00";"Første passering gjelder";"60";"240016";"";"2019";"";"";"";"";"";"";"Bergen";"4601";"Vestland";"46";"RUTE4A";"9304 Bergen 2021-2026 (2023-),9304 Bergen 2021-2026 (2021-2022),9304 Bergen 2021-2026 (2022-2023),9352 Bergen 2022-2027,9361 automasjon Vestland og Rogaland 2022-2025,9304 Bergen 2021-2026,9304 Bergen 2026-2031,E9352 Bergen 2027-2032 ";"EV39 S78D1 m3482";"Europaveg";"Eksisterende";"39";"78";"1";"3481,947";"3481,947";"804781";"0,38972957";"0,38972957";"WITH";"";"1,3";"kanalisertVeg";"0";"";"446:578391980";"POINT Z(-31875.942 6729771.812 14.607)";"";"";"";"";"";"";"";""
"141140382";"45";"14";"1";"";"2025-01-02";"";"2025-06-20T09:38:07";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Storetveitveien";"";"www.ferde.no";"Med metrering";"10";"100126";"36";"85";"Ja";"68";"149";"06:30:00";"08:59:00";"14:30:00";"16:29:00";"Første passering gjelder";"60";"240016";"";"2019";"";"";"";"";"";"";"Bergen";"4601";"Vestland";"46";"";"4604 Bergen-Os-Austevoll 2021-2026,4611 Tunnel 2021-2025,E4651 Bergen,E4655 Veglys Bergen og omland,4611 Tunnel 2025-2030";"FV582 S2D1 m3846";"Fylkesveg";"Eksisterende";"582";"2";"1";"3845,557";"3845,557";"805140";"0,66639148";"0,66639148";"WITH";"";"1";"kanalisertVeg";"0";"";"";"POINT Z(-31364.501 6728998.445 60.046)";"";"";"";"";"";"";"";""
"141140383";"45";"15";"1";"";"2025-01-02";"";"2025-10-28T14:01:26";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Natlandsveien";"";"www.ferde.no";"Med metrering";"14";"100126";"36";"85";"Ja";"68";"149";"06:30:00";"08:59:00";"14:30:00";"16:29:00";"Første passering gjelder";"60";"240016";"";"2019";"";"";"";"";"";"";"Bergen";"4601";"Vestland";"46";"";"4604 Bergen-Os-Austevoll 2021-2026,4611 Tunnel 2021-2025,E4651 Bergen,E4655 Veglys Bergen og omland,4611 Tunnel 2025-2030";"FV585 S1D1 m1654";"Fylkesveg";"Eksisterende";"585";"1";"1";"1654,161";"1654,161";"805748";"0,16473995";"0,16473995";"WITH";"";"1";"kanalisertVeg";"0";"";"446:573888074";"POINT Z(-30552.764 6728897.606 128.307)";"";"";"";"";"";"";"";""
"141479144";"45";"9";"1";"";"2025-01-02";"";"2025-03-26T18:05:35";"AutoPASS + automatisk";"Ferde AS - Bomringen Bergen";"Damsgårdsveien";"";"www.ferde.no";"Mot metrering";"13";"100126";"36";"85";"Ja";"68";"149";"06:30:00";"08:59:00";"14:30:00";"16:29:00";"Første passering gjelder";"60";"240016";"";"";"";"";"";"";"";"";"Bergen";"4601";"Vestland";"46";"";"";"KV4382 S1D1 m1168";"Kommunal veg";"Eksisterende";"4382";"1";"1";"1168,349";"1168,349";"755378";"0,84594229";"0,84594229";"WITH";"";"2";"enkelBilveg";"0";"";"";"POINT Z(-32592.228 6733296.661 3.62)";"";"";"";"";"";"";"";""
"147093914";"45";"16";"1";"";"2025-01-02";"";"2025-06-16T22:36:40";"AutoPASS + automatisk";"Fjellinjen AS";"E18 Påkjøring fra Sjølyst";"2032";"www.fjellinjen.no";"Med metrering";"32";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230301";"Ja";"";"";"";"";"Stat, Statens vegvesen";"Kommune";"POINT Z(258427.492 6650441.547 0.154)";"Oslo";"301";"Oslo";"3";"RUTE3";"9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9161 Oslo Elektro 2023-2028,9165 Stor Oslo Trafikksignalanlegg 2023-2028,Rekkverksvedlikehold Øst 2 Oslo Viken 2025-2026,Vegoppmerking Oslo 2024-2026,9104 Oslo-Gardermoen 2026-2031";"EV18 S55D1 m2153 KD2 m95";"Europaveg";"Eksisterende";"18";"55";"1";"95,266";"95,266";"625342";"0,46085511";"0,46085511";"WITH";"";"";"rampe";"0";"";"";"POINT Z(258423.904 6650441.833 2.291)";"";"";"ukj";"100";"99";"";"-1";"-1"
"209148807";"45";"16";"1";"";"2025-04-03";"";"2025-06-16T22:36:40";"AutoPASS + automatisk";"Fjellinjen AS";"Ring 3 Gaustad";"2032";"www.fjellinjen.no";"Mot metrering";"37";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230301";"Ja";"";"";"";"";"Stat, Statens vegvesen";"Kommune";"POINT (261047.976 6653208.541)";"Oslo";"301";"Oslo";"3";"RUTE6A";"9104 Oslo-Gardermoen 2021-2026,9151 Stor-Oslo veglys 2023-2027,9161 Oslo Elektro 2023-2028,9165 Stor Oslo Trafikksignalanlegg 2023-2028,Rekkverksvedlikehold Øst 2 Oslo Viken 2025-2026,Vegoppmerking Oslo 2024-2026,9104 Oslo-Gardermoen 2026-2031";"RV150 S2D1 m1049";"Riksveg";"Eksisterende";"150";"2";"1";"1049,11";"1049,11";"625405";"0,77310369";"0,77310369";"WITH";"";"2,4";"kanalisertVeg";"0";"";"";"POINT Z(261044.925 6653213.933 99.195)";"";"";"ukj";"100";"99";"";"-1";"-1"
"209148810";"45";"16";"1";"";"2025-01-02";"";"2025-07-28T09:51:02";"AutoPASS + automatisk";"Fjellinjen AS";"Griniveien";"2032";"www.fjellinjen.no";"Mot metrering";"69";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230307";"Ja";"";"";"109416";"";"Stat, Statens vegvesen";"Kommune";"POINT (256218.62 6654182.85)";"Bærum";"3201";"Akershus";"32";"";"30-2E01- Veilys Viken Nord 2021-2026,30-301 Asker og Bærum 2022-2027,30-1E01 Elektrokontrakt Viken 2023-2027,32E01 Elektrodriftskontrakt Akershus 2026-2031";"FV168 S1D1 m27";"Fylkesveg";"Eksisterende";"168";"1";"1";"26,628";"26,628";"444290";"0,00500432";"0,00500432";"WITH";"";"2";"enkelBilveg";"0";"";"";"POINT Z(256218.747 6654187.762 126.157)";"";"";"ukj";"500";"0";"";"-1";"-1"
"209148811";"45";"17";"1";"";"2025-01-02";"";"2025-06-16T22:36:40";"AutoPASS + automatisk";"Fjellinjen AS";"Bærumsveien";"2032";"www.fjellinjen.no";"Mot metrering";"68";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230307";"Ja";"";"";"109416";"";"Stat, Statens vegvesen";"Kommune";"POINT (255530.551 6651318.371)";"Bærum";"3201";"Akershus";"32";"";"30-2E01- Veilys Viken Nord 2021-2026,30-301 Asker og Bærum 2022-2027,30-1E01 Elektrokontrakt Viken 2023-2027,32E01 Elektrodriftskontrakt Akershus 2026-2031";"FV160 S1D1 m63";"Fylkesveg";"Eksisterende";"160";"1";"1";"63,121";"63,121";"443603";"0,04530139";"0,04530139";"WITH";"";"2";"enkelBilveg";"0";"";"";"POINT Z(255531.272 6651326.544 59.512)";"";"";"ukj";"500";"0";"";"-1";"-1"
"209148812";"45";"17";"1";"";"2025-04-03";"";"2025-08-07T09:28:05";"AutoPASS + automatisk";"Fjellinjen AS";"E 18 hovedløp";"2032";"www.fjellinjen.no";"Med metrering";"61";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230307";"Ja";"";"";"109416";"";"Stat, Statens vegvesen";"Kommune";"POINT (255598.509 6649443.68)";"Bærum";"3201";"Akershus";"32";"RUTE3";"9151 Stor-Oslo veglys 2023-2027,9101 Drammen 2022-2023,9101 Drammen 2023-2027,9161 Oslo Elektro 2023-2028,9165 Stor Oslo Trafikksignalanlegg 2023-2028,Rekkverksvedlikehold Øst 2 Oslo Viken 2025-2026,Vegoppmerking Oslo 2024-2026";"EV18 S54D1 m362";"Europaveg";"Eksisterende";"18";"54";"1";"361,59";"361,59";"444232";"0,08783117";"0,08783117";"WITH";"";"1,3";"kanalisertVeg";"0";"";"";"POINT Z(255594.827 6649450.664 15.396)";"";"";"ukj";"500";"0";"";"-1";"-1"
"209148814";"45";"15";"1";"";"2025-01-02";"";"2025-06-16T22:36:40";"AutoPASS + automatisk";"Fjellinjen AS";"Påkjøring Granfoss fra Fornebu";"2032";"www.fjellinjen.no";"Med metrering";"63";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230307";"Ja";"";"";"109416";"";"Stat, Statens vegvesen";"Kommune";"POINT (255576.34 6649377.675)";"Bærum";"3201";"Akershus";"32";"RUTE6A";"0310 Tunnel Oslo 2020-2025,9151 Stor-Oslo veglys 2023-2027,9101 Drammen 2022-2023,9101 Drammen 2023-2027,9161 Oslo Elektro 2023-2028,9165 Stor Oslo Trafikksignalanlegg 2023-2028,9130 Tunneldrift Stor-Oslo 2025-2030,Rekkverksvedlikehold Øst 2 Oslo Viken 2025-2026,Vegoppmerking Oslo 2024-2026";"RV150 S3D1 m1239";"Riksveg";"Eksisterende";"150";"3";"1";"1239,225";"1239,225";"444259";"0,84446107";"0,84446107";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(255572.644 6649377.607 20.105)";"";"";"ukj";"500";"0";"";"-1";"-1"
"209148815";"45";"18";"1";"";"2025-04-03";"";"2025-06-16T22:36:40";"AutoPASS + automatisk";"Fjellinjen AS";"E 18 hovedløp";"2032";"www.fjellinjen.no";"Med metrering";"61";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230307";"Ja";"";"";"109416";"";"Stat, Statens vegvesen";"Kommune";"POINT Z(255609.261 6649432.986 0.153)";"Bærum";"3201";"Akershus";"32";"RUTE3";"9151 Stor-Oslo veglys 2023-2027,9101 Drammen 2022-2023,9101 Drammen 2023-2027,9161 Oslo Elektro 2023-2028,9165 Stor Oslo Trafikksignalanlegg 2023-2028,Rekkverksvedlikehold Øst 2 Oslo Viken 2025-2026,Vegoppmerking Oslo 2024-2026";"EV18 S54D1 m204 KD2 m135";"Europaveg";"Eksisterende";"18";"54";"1";"135,368";"135,368";"443314";"0,84371506";"0,84371506";"";"";"";"rampe";"0";"";"";"POINT Z(255609.926 6649432.503 16.273)";"";"";"ukj";"100";"99";"";"-1";"-1"
"209148818";"45";"16";"1";"";"2025-01-02";"";"2025-06-16T22:36:40";"AutoPASS + automatisk";"Fjellinjen AS";"Strandveien";"2032";"www.fjellinjen.no";"Med metrering";"67";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230307";"Ja";"";"";"109416";"";"Stat, Statens vegvesen";"Kommune";"POINT (256278.476 6649729.645)";"Bærum";"3201";"Akershus";"32";"";"30-2E01- Veilys Viken Nord 2021-2026,30-301 Asker og Bærum 2022-2027,30-1E01 Elektrokontrakt Viken 2023-2027,32E01 Elektrodriftskontrakt Akershus 2026-2031";"FV1633 S1D1 m607";"Fylkesveg";"Eksisterende";"1633";"1";"1";"606,583";"606,583";"443841";"0,91477273";"0,91477273";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(256277.614 6649735.902 3.402)";"";"";"ukj";"500";"0";"";"-1";"-1"
"217619592";"45";"16";"1";"";"2025-04-03";"";"2025-06-16T22:36:40";"AutoPASS + automatisk";"Fjellinjen AS";"Påkjøring E18 fra Lysakerlokket";"2032";"www.fjellinjen.no";"Med metrering";"65";"100140";"40";"113";"Ja";"46";"150";"06:30:00";"08:59:00";"15:00:00";"16:59:00";"Første passering gjelder";"60";"230307";"Ja";"";"";"109416";"";"Stat, Statens vegvesen";"Kommune";"POINT (255900.061 6649613.598)";"Bærum";"3201";"Akershus";"32";"RUTE3";"9151 Stor-Oslo veglys 2023-2027,9101 Drammen 2022-2023,9101 Drammen 2023-2027,9161 Oslo Elektro 2023-2028,9165 Stor Oslo Trafikksignalanlegg 2023-2028,Rekkverksvedlikehold Øst 2 Oslo Viken 2025-2026,Vegoppmerking Oslo 2024-2026";"EV18 S54D1 m785 KD2 m109";"Europaveg";"Eksisterende";"18";"54";"1";"109,397";"109,397";"443308";"0,56446356";"0,56446356";"WITH";"";"";"rampe";"0";"";"";"POINT Z(255901.014 6649614.333 12.971)";"";"";"ukj";"500";"0";"";"-1";"-1"
"264392506";"45";"9";"1";"";"2025-05-25";"";"2025-05-25T17:38:06";"AutoPASS + automatisk";"Ferde AS - Haugalandspakken";"Skjoldavegen";"2023";"www.haugalandspakken.no";"Med metrering";"9";"100046";"14";"23";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"180015";"Ja";"";"N/A";"N/A";"";"";"";"";"Haugesund";"1106";"Rogaland";"11";"";"1107 Haugalandet 2019-2024 (2022-),1107 Haugalandet 2024-2029,1154 Elektro Drift Nord-Rogaland 2024-2025,1154 FV Elektro Drift Nord-Rogaland 2026-2030";"FV4856 S1D1 m2784";"Fylkesveg";"Eksisterende";"4856";"1";"1";"2783,591";"2783,591";"320544";"0,67933642";"0,67933642";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(-48895.151 6626376.558 66.941)";"";"";"";"";"";"";"";""
"264392507";"45";"9";"1";"";"2025-05-25";"";"2025-05-25T17:38:06";"AutoPASS + automatisk";"Ferde AS - Haugalandspakken";"Skeisvollsvegen";"2023";"www.haugalandspakken.no";"Med metrering";"2";"100046";"14";"23";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"180015";"Ja";"";"N/A";"N/A";"";"";"";"";"Haugesund";"1106";"Rogaland";"11";"";"1107 Haugalandet 2019-2024 (2022-),1107 Haugalandet 2024-2029,1154 Elektro Drift Nord-Rogaland 2024-2025,1154 FV Elektro Drift Nord-Rogaland 2026-2030";"FV4862 S1D1 m464";"Fylkesveg";"Eksisterende";"4862";"1";"1";"464,141";"464,141";"320536";"0,12079671";"0,12079671";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(-50646.361 6628193.944 26.657)";"";"";"";"";"";"";"";""
"264392508";"45";"9";"1";"";"2025-05-25";"";"2025-05-25T17:38:06";"AutoPASS + automatisk";"Ferde AS - Haugalandspakken";"Spannavegen";"2023";"www.haugalandspakken.no";"Med metrering";"7";"100046";"14";"23";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"180015";"Ja";"";"N/A";"N/A";"";"";"";"";"Haugesund";"1106";"Rogaland";"11";"";"1107 Haugalandet 2019-2024 (2022-),1107 Haugalandet 2024-2029,1154 Elektro Drift Nord-Rogaland 2024-2025,1154 FV Elektro Drift Nord-Rogaland 2026-2030";"FV4802 S1D1 m652";"Fylkesveg";"Eksisterende";"4802";"1";"1";"651,673";"651,673";"320485";"0,43010863";"0,43010863";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(-49583.812 6624930.633 45.403)";"";"";"";"";"";"";"";""
"264392509";"45";"9";"1";"";"2025-05-25";"";"2025-05-25T17:38:06";"AutoPASS + automatisk";"Ferde AS - Haugalandspakken";"Salhusvegen";"2023";"www.haugalandspakken.no";"Med metrering";"8";"100046";"14";"23";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"180015";"Ja";"";"N/A";"N/A";"";"";"";"";"Haugesund";"1106";"Rogaland";"11";"";"1107 Haugalandet 2019-2024 (2022-),1154 Elektro Drift Nord-Rogaland 2024-2025,1106 Fylkesveier driftet av Haugesund kommune 2024-2029,1154 FV Elektro Drift Nord-Rogaland 2026-2030";"FV4852 S1D1 m883";"Fylkesveg";"Eksisterende";"4852";"1";"1";"882,85";"882,85";"320754";"0,13043209";"0,13043209";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(-50395.358 6624947.772 12.821)";"";"";"";"";"";"";"";""
